System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
15:11:30:999, 114284398976788,   24.627,    3.000,  900,   1.292,  30.706,   8.530,   0.748,  20.521,   5.700, 28,  0,   1.039,  26.438,   7.344,   0.164,   2.867,   0.797,  65.000, 134.000, 210.000,   0.000,   0.000,   24,   0.000
15:11:31:094, 114284702904777,   24.722,    1.000, 1100,   1.831,  30.881,   8.578,   1.207,  20.636,   5.732, 28,  0,   1.103,  26.543,   7.373,   0.254,   2.892,   0.803,  65.000, 134.000, 210.000,   0.000,   0.000,   22,   3.169
15:11:31:158, 114284906657101,   24.786,    3.000,  900,   1.446,  30.973,   8.604,   0.826,  20.689,   5.747, 28,  0,   1.102,  26.613,   7.393,   0.239,   2.907,   0.807,  65.000, 134.000, 210.000,   0.000,   0.000,   55,   3.345
15:11:31:238, 114285160734709,   24.866,    0.000, 1300,   1.508,  31.093,   8.637,   0.948,  20.764,   5.768, 28,  0,   1.063,  26.698,   7.416,   0.198,   2.923,   0.812,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.505
15:11:31:302, 114285367208224,   24.930,    1.000,  900,   1.259,  31.174,   8.660,   0.721,  20.811,   5.781, 28,  0,   1.039,  26.765,   7.435,   0.164,   2.933,   0.815,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:31:367, 114285572183048,   24.995,    1.000, 1600,   2.021,  31.304,   8.696,   1.415,  20.902,   5.806, 28,  0,   1.079,  26.834,   7.454,   0.234,   2.948,   0.819,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   2.474
15:11:31:421, 114285746290861,   25.049,    2.000,  900,   1.132,  31.366,   8.713,   0.666,  20.938,   5.816, 28,  0,   1.072,  26.893,   7.470,   0.125,   2.955,   0.821,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:31:488, 114285960454391,   25.116,    3.000,  800,   0.796,  31.419,   8.728,   0.523,  20.973,   5.826, 28,  0,   1.076,  26.965,   7.490,   0.045,   2.958,   0.822,  65.000, 134.000, 210.000,   0.000,   0.000,   33,   0.000
15:11:31:569, 114286217653954,   25.197,    0.000, 1200,   1.006,  31.500,   8.750,   0.679,  21.028,   5.841, 28,  0,   1.048,  27.049,   7.514,   0.079,   2.964,   0.823,  65.000, 134.000, 210.000,   0.000,   0.000,    3,   0.000
15:11:31:623, 114286390659381,   25.251,    3.000,  800,   0.527,  31.529,   8.758,   0.293,  21.044,   5.845, 28,  0,   1.042,  27.106,   7.529,   0.027,   2.966,   0.824,  65.000, 134.000, 210.000,   0.000,   0.000,   32,   0.000
15:11:31:703, 114286645571860,   25.331,    0.000,  900,   1.525,  31.651,   8.792,   0.825,  21.109,   5.864, 28,  0,   1.030,  27.188,   7.552,   0.196,   2.982,   0.828,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:31:769, 114286858606013,   25.398,    1.000,  900,   1.342,  31.740,   8.817,   0.712,  21.157,   5.877, 28,  0,   1.031,  27.257,   7.571,   0.170,   2.993,   0.831,  65.000, 134.000, 210.000,   0.000,   0.000,   16,   0.000
15:11:31:827, 114287042193457,   25.455,    0.000, 1900,   2.044,  31.858,   8.849,   1.469,  21.241,   5.900, 28,  0,   1.041,  27.317,   7.588,   0.198,   3.004,   0.835,  65.000, 134.000, 210.000,   0.000,   0.000,  153,   0.000
15:11:31:886, 114287229453218,   25.514,    1.000,  900,   1.270,  31.932,   8.870,   0.749,  21.285,   5.913, 28,  0,   1.010,  27.376,   7.604,   0.162,   3.014,   0.837,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.003
15:11:31:955, 114287449814659,   25.583,    2.000,  900,   1.372,  32.027,   8.896,   0.793,  21.340,   5.928, 28,  0,   1.082,  27.451,   7.625,   0.211,   3.028,   0.841,  65.000, 134.000, 210.000,   0.000,   0.000,   26,   1.207
15:11:32:034, 114287703595838,   25.662,    2.000, 4000,   1.651,  32.158,   8.933,   1.039,  21.423,   5.951, 28,  0,   1.102,  27.538,   7.650,   0.234,   3.047,   0.846,  65.000, 134.000, 210.000,   0.000,   0.000,   20,   3.262
15:11:32:087, 114287870300428,   25.715,    0.000, 1300,   1.578,  32.241,   8.956,   1.135,  21.482,   5.967, 28,  0,   1.117,  27.597,   7.666,   0.108,   3.053,   0.848,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.106
15:11:32:148, 114288066222446,   25.776,    0.000, 2500,   1.625,  32.340,   8.983,   1.293,  21.561,   5.989, 28,  0,   1.123,  27.666,   7.685,   0.096,   3.059,   0.850,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   2.139
15:11:32:203, 114288241127749,   25.831,    3.000,  800,   0.737,  32.381,   8.995,   0.457,  21.586,   5.996, 28,  0,   1.097,  27.726,   7.702,   0.022,   3.060,   0.850,  65.000, 134.000, 210.000,   0.000,   0.000,   51,   0.000
15:11:32:287, 114288510074819,   25.915,    0.000, 1800,   1.214,  32.483,   9.023,   0.835,  21.657,   6.016, 28,  0,   1.037,  27.813,   7.726,   0.118,   3.070,   0.853,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:32:351, 114288715493372,   25.979,    0.000,  900,   1.300,  32.567,   9.046,   0.764,  21.706,   6.029, 28,  0,   1.026,  27.879,   7.744,   0.175,   3.081,   0.856,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:32:415, 114288921004849,   26.044,    1.000,  800,   1.088,  32.637,   9.066,   0.647,  21.748,   6.041, 28,  0,   1.044,  27.946,   7.763,   0.117,   3.089,   0.858,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:32:473, 114289103390709,   26.101,    0.000, 3400,   2.318,  32.769,   9.103,   1.916,  21.857,   6.071, 28,  0,   1.135,  28.011,   7.781,   0.152,   3.097,   0.860,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   2.788
15:11:32:537, 114289308506054,   26.165,    0.000, 1600,   0.998,  32.833,   9.120,   0.750,  21.905,   6.085, 28,  0,   1.084,  28.081,   7.800,   0.012,   3.098,   0.861,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:32:601, 114289514567490,   26.230,    1.000,  800,   0.871,  32.890,   9.136,   0.624,  21.946,   6.096, 28,  0,   1.078,  28.151,   7.820,   0.026,   3.100,   0.861,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:32:666, 114289720369640,   26.294,    0.000, 2800,   1.095,  32.960,   9.156,   0.850,  22.000,   6.111, 28,  0,   1.026,  28.217,   7.838,   0.036,   3.102,   0.862,  65.000, 134.000, 210.000,   0.000,   0.000,  141,   0.000
15:11:32:731, 114289928266342,   26.359,    1.000,  800,   0.704,  33.006,   9.168,   0.477,  22.031,   6.120, 27,  0,   1.055,  28.285,   7.857,   0.024,   3.104,   0.862,  65.000, 134.000, 210.000,   0.000,   0.000,    7,   0.000
15:11:32:797, 114290136755773,   26.425,    0.000, 2200,   1.439,  33.100,   9.194,   1.159,  22.107,   6.141, 27,  0,   1.060,  28.355,   7.876,   0.055,   3.107,   0.863,  65.000, 134.000, 210.000,   0.000,   0.000,  136,   0.000
15:11:32:861, 114290341744407,   26.489,    2.000,  800,   0.838,  33.154,   9.209,   0.615,  22.147,   6.152, 28,  0,   1.053,  28.422,   7.895,   0.020,   3.108,   0.863,  65.000, 134.000, 210.000,   0.000,   0.000,   26,   0.000
15:11:32:956, 114290647346511,   26.585,    0.000, 1400,   0.977,  33.248,   9.235,   0.627,  22.207,   6.169, 28,  0,   1.035,  28.521,   7.923,   0.099,   3.118,   0.866,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:33:020, 114290850848219,   26.648,    2.000,  900,   1.401,  33.337,   9.260,   0.792,  22.257,   6.183, 28,  0,   1.051,  28.588,   7.941,   0.217,   3.132,   0.870,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   1.894
15:11:33:090, 114291072081054,   26.718,    1.000, 3700,   1.865,  33.466,   9.296,   1.171,  22.338,   6.205, 28,  0,   1.157,  28.669,   7.963,   0.185,   3.145,   0.873,  65.000, 134.000, 210.000,   0.000,   0.000,   23,   4.388
15:11:33:155, 114291280019576,   26.783,    0.000, 2500,   1.095,  33.537,   9.316,   0.795,  22.390,   6.219, 28,  0,   1.119,  28.741,   7.984,   0.041,   3.147,   0.874,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.152
15:11:33:220, 114291487000854,   26.848,    1.000,  800,   1.063,  33.606,   9.335,   0.684,  22.435,   6.232, 28,  0,   1.155,  28.816,   8.005,   0.142,   3.156,   0.877,  65.000, 134.000, 210.000,   0.000,   0.000,   33,   3.995
15:11:33:277, 114291669269775,   26.905,    0.000, 3100,   1.339,  33.683,   9.356,   1.038,  22.494,   6.248, 28,  0,   1.082,  28.878,   8.022,   0.049,   3.159,   0.878,  65.000, 134.000, 210.000,   0.000,   0.000,  138,   0.000
15:11:33:329, 114291835933669,   26.957,    0.000, 1600,   0.672,  33.718,   9.366,   0.454,  22.517,   6.255, 28,  0,   1.037,  28.932,   8.037,   0.025,   3.161,   0.878,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:33:397, 114292052852772,   27.025,    2.000,  800,   0.533,  33.754,   9.376,   0.333,  22.540,   6.261, 28,  0,   1.022,  29.002,   8.056,   0.014,   3.162,   0.878,  65.000, 134.000, 210.000,   0.000,   0.000,   42,   0.000
15:11:33:485, 114292333207494,   27.113,    0.000, 1500,   1.125,  33.853,   9.404,   0.757,  22.607,   6.280, 28,  0,   1.051,  29.094,   8.082,   0.105,   3.171,   0.881,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:33:538, 114292504137506,   27.166,    3.000,  800,   0.663,  33.889,   9.413,   0.438,  22.630,   6.286, 28,  0,   1.067,  29.151,   8.098,   0.018,   3.172,   0.881,  65.000, 134.000, 210.000,   0.000,   0.000,   46,   0.000
15:11:33:622, 114292770907717,   27.250,    1.000, 1600,   1.729,  34.033,   9.454,   1.119,  22.724,   6.312, 28,  0,   1.091,  29.242,   8.123,   0.249,   3.193,   0.887,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   2.227
15:11:33:675, 114292941608407,   27.303,    0.000, 2800,   1.437,  34.110,   9.475,   0.893,  22.771,   6.325, 28,  0,   1.057,  29.299,   8.139,   0.164,   3.201,   0.889,  65.000, 134.000, 210.000,   0.000,   0.000,   98,   0.000
15:11:33:737, 114293138556082,   27.365,    1.000,  900,   1.383,  34.195,   9.499,   0.845,  22.823,   6.340, 28,  0,   1.032,  29.362,   8.156,   0.163,   3.211,   0.892,  65.000, 134.000, 210.000,   0.000,   0.000,    8,   0.000
15:11:33:801, 114293343255977,   27.429,    0.000, 1600,   1.871,  34.315,   9.532,   1.329,  22.909,   6.363, 28,  0,   1.025,  29.428,   8.175,   0.181,   3.223,   0.895,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:33:865, 114293547478128,   27.493,    2.000,  900,   1.276,  34.397,   9.555,   0.736,  22.956,   6.377, 28,  0,   1.025,  29.494,   8.193,   0.164,   3.234,   0.898,  65.000, 134.000, 210.000,   0.000,   0.000,   37,   0.000
15:11:33:945, 114293801040887,   27.573,    1.000, 1000,   1.481,  34.514,   9.587,   0.922,  23.029,   6.397, 28,  0,   1.055,  29.578,   8.216,   0.196,   3.249,   0.903,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:34:008, 114294003458665,   27.636,    1.000,  900,   1.234,  34.593,   9.609,   0.709,  23.074,   6.409, 27,  0,   1.022,  29.642,   8.234,   0.165,   3.260,   0.905,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:34:076, 114294219598052,   27.704,    3.000,  800,   1.403,  34.688,   9.635,   0.808,  23.129,   6.425, 28,  0,   1.090,  29.716,   8.254,   0.230,   3.275,   0.910,  65.000, 134.000, 210.000,   0.000,   0.000,   32,   3.402
15:11:34:139, 114294421933223,   27.767,    0.000, 1400,   2.315,  34.834,   9.676,   1.714,  23.237,   6.455, 27,  0,   1.140,  29.788,   8.275,   0.217,   3.289,   0.914,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   2.094
15:11:34:202, 114294624242775,   27.831,    1.000,  900,   1.380,  34.922,   9.701,   0.821,  23.289,   6.469, 28,  0,   1.110,  29.859,   8.294,   0.196,   3.301,   0.917,  65.000, 134.000, 210.000,   0.000,   0.000,   28,   1.894
15:11:34:270, 114294838725423,   27.898,    0.000, 1600,   2.059,  35.060,   9.739,   1.504,  23.390,   6.497, 28,  0,   1.031,  29.928,   8.313,   0.192,   3.314,   0.921,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:34:322, 114295006858819,   27.950,    0.000,  900,   1.301,  35.129,   9.758,   0.757,  23.430,   6.508, 28,  0,   1.032,  29.982,   8.328,   0.162,   3.323,   0.923,  65.000, 134.000, 210.000,   0.000,   0.000,    4,   0.000
15:11:34:390, 114295223538087,   28.018,    0.000,  900,   1.003,  35.197,   9.777,   0.575,  23.469,   6.519, 28,  0,   1.044,  30.053,   8.348,   0.110,   3.330,   0.925,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:34:454, 114295428622144,   28.083,    1.000,  800,   0.579,  35.234,   9.787,   0.342,  23.491,   6.525, 27,  0,   1.039,  30.120,   8.367,   0.028,   3.332,   0.926,  65.000, 134.000, 210.000,   0.000,   0.000,   14,   0.000
15:11:34:519, 114295634111207,   28.147,    0.000, 2900,   1.398,  35.324,   9.812,   1.143,  23.565,   6.546, 28,  0,   1.058,  30.188,   8.386,   0.039,   3.334,   0.926,  65.000, 134.000, 210.000,   0.000,   0.000,  138,   0.000
15:11:34:584, 114295841331702,   28.212,    0.000, 1100,   0.585,  35.362,   9.823,   0.383,  23.590,   6.553, 27,  0,   1.019,  30.254,   8.404,   0.018,   3.336,   0.927,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:34:648, 114296046643465,   28.276,    0.000, 2600,   1.365,  35.450,   9.847,   1.119,  23.662,   6.573, 28,  0,   1.082,  30.324,   8.423,   0.024,   3.337,   0.927,  65.000, 134.000, 210.000,   0.000,   0.000,   76,   0.000
15:11:34:700, 114296214901338,   28.329,    1.000,  800,   1.139,  35.510,   9.864,   0.758,  23.702,   6.584, 28,  0,   1.139,  30.384,   8.440,   0.125,   3.344,   0.929,  65.000, 134.000, 210.000,   0.000,   0.000,   17,   1.930
15:11:34:758, 114296397224583,   28.386,    0.000, 2300,   1.550,  35.598,   9.888,   1.262,  23.774,   6.604, 28,  0,   1.090,  30.446,   8.457,   0.054,   3.347,   0.930,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:34:814, 114296575174616,   28.442,    3.000,  800,   0.864,  35.647,   9.902,   0.638,  23.809,   6.614, 28,  0,   1.072,  30.506,   8.474,   0.014,   3.348,   0.930,  65.000, 134.000, 210.000,   0.000,   0.000,   45,   0.000
15:11:34:895, 114296834214619,   28.523,    0.000, 1700,   1.000,  35.728,   9.924,   0.654,  23.862,   6.628, 28,  0,   1.045,  30.591,   8.497,   0.089,   3.355,   0.932,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:34:958, 114297035570422,   28.586,    1.000,  900,   1.267,  35.808,   9.947,   0.745,  23.909,   6.641, 28,  0,   1.023,  30.655,   8.515,   0.169,   3.366,   0.935,  65.000, 134.000, 210.000,   0.000,   0.000,    9,   0.000
15:11:35:025, 114297249178949,   28.653,    3.000,  900,   1.271,  35.893,   9.970,   0.749,  23.959,   6.655, 28,  0,   1.037,  30.725,   8.535,   0.158,   3.376,   0.938,  65.000, 134.000, 210.000,   0.000,   0.000,   39,   0.000
15:11:35:106, 114297507842468,   28.734,    1.000, 1800,   1.487,  36.013,  10.004,   1.002,  24.041,   6.678, 28,  0,   1.176,  30.820,   8.561,   0.167,   3.390,   0.942,  65.000, 134.000, 210.000,   0.000,   0.000,   21,   1.432
15:11:35:171, 114297714930043,   28.799,    3.000,  800,   0.861,  36.069,  10.019,   0.528,  24.075,   6.687, 28,  0,   1.116,  30.892,   8.581,   0.109,   3.397,   0.944,  65.000, 134.000, 210.000,   0.000,   0.000,   34,   3.603
15:11:35:253, 114297977272916,   28.881,    3.000,  800,   1.078,  36.158,  10.044,   0.624,  24.126,   6.702, 28,  0,   1.134,  30.986,   8.607,   0.124,   3.407,   0.946,  65.000, 134.000, 210.000,   0.000,   0.000,   46,   2.033
15:11:35:333, 114298234024128,   28.961,    0.000, 1700,   1.588,  36.285,  10.079,   1.002,  24.207,   6.724, 28,  0,   1.056,  31.071,   8.631,   0.212,   3.424,   0.951,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:35:397, 114298437726827,   29.025,    0.000,  900,   1.287,  36.368,  10.102,   0.745,  24.254,   6.737, 28,  0,   1.029,  31.136,   8.649,   0.164,   3.434,   0.954,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:35:461, 114298642895408,   29.089,    0.000, 1300,   1.857,  36.487,  10.135,   1.297,  24.338,   6.760, 28,  0,   1.021,  31.202,   8.667,   0.197,   3.447,   0.958,  65.000, 134.000, 210.000,   0.000,   0.000,    1,   0.000
15:11:35:526, 114298848005703,   29.154,    3.000,  900,   1.193,  36.564,  10.157,   0.693,  24.382,   6.773, 28,  0,   1.034,  31.268,   8.686,   0.144,   3.456,   0.960,  65.000, 134.000, 210.000,   0.000,   0.000,   39,   0.000
15:11:35:606, 114299105490503,   29.234,    1.000, 1500,   1.050,  36.648,  10.180,   0.717,  24.440,   6.789, 28,  0,   1.059,  31.354,   8.709,   0.082,   3.463,   0.962,  65.000, 134.000, 210.000,   0.000,   0.000,    2,   0.000
15:11:35:670, 114299310149517,   29.299,    0.000,  800,   0.559,  36.684,  10.190,   0.334,  24.461,   6.795, 28,  0,   1.031,  31.420,   8.728,   0.027,   3.465,   0.962,  65.000, 134.000, 210.000,   0.000,   0.000,    6,   0.000
15:11:35:735, 114299516481493,   29.363,    1.000,  800,   0.753,  36.733,  10.204,   0.505,  24.494,   6.804, 28,  0,   1.062,  31.489,   8.747,   0.028,   3.466,   0.963,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   0.000
15:11:35:799, 114299719846271,   29.427,    1.000, 1400,   2.276,  36.878,  10.244,   1.707,  24.603,   6.834, 27,  0,   1.067,  31.557,   8.766,   0.219,   3.480,   0.967,  65.000, 134.000, 210.000,   0.000,   0.000,   15,   2.049
15:11:35:858, 114299909561211,   29.486,    0.000,  900,   1.180,  36.948,  10.263,   0.685,  24.643,   6.845, 28,  0,   1.078,  31.621,   8.784,   0.136,   3.488,   0.969,  65.000, 134.000, 210.000,   0.000,   0.000,    5,   0.000
15:11:35:925, 114300123543025,   29.553,    1.000,  800,   0.510,  36.982,  10.273,   0.277,  24.662,   6.851, 28,  0,   1.035,  31.690,   8.803,   0.030,   3.490,   0.970,  65.000, 134.000, 210.000,   0.000,   0.000,   18,   0.000
15:11:36:003, 114300371181614,   29.631,    2.000,  800,   0.659,  37.033,  10.287,   0.385,  24.692,   6.859, 27,  0,   1.031,  31.770,   8.825,   0.050,   3.494,   0.971,  65.000, 134.000, 210.000,   0.000,   0.000,   19,   0.000
15:11:36:083, 114300626734306,   29.711,    4.000,  900,   1.466,  37.151,  10.320,   0.941,  24.767,   6.880, 28,  0,   1.124,  31.860,   8.850,   0.198,   3.510,   0.975,  65.000, 134.000, 210.000,   0.000,   0.000,   43,   2.819
15:11:36:163, 114300882625174,   29.791,    3.000, 1600,   2.073,  37.317,  10.366,   1.436,  24.882,   6.912, 28,  0,   1.159,  31.953,   8.876,   0.244,   3.530,   0.980,  65.000, 134.000, 210.000,   0.000,   0.000,   21,   3.842
15:11:36:163, 114300893172610,   29.794,    8.000, 1600,   2.438,  37.325,  10.368,   2.254,  24.890,   6.914, 28,  0,   1.127,  31.957,   8.877,   0.222,   3.530,   0.981,  65.000, 134.000, 210.000,   0.000,   0.000,   45,   0.000

Total Elapsed Time (sec) = 29.794467
Measured RDTSC Frequency (GHz) = 3.192

Cumulative Processor Energy_0 (Joules) = 37.324951
Cumulative Processor Energy_0 (mWh) = 10.368042
Average Processor Power_0 (Watt) = 1.252748

Cumulative IA Energy_0 (Joules) = 24.889771
Cumulative IA Energy_0 (mWh) = 6.913825
Average IA Power_0 (Watt) = 0.835382

Cumulative DRAM Energy_0 (Joules) = 31.956543
Cumulative DRAM Energy_0 (mWh) = 8.876817
Average DRAM Power_0 (Watt) = 1.072566

Cumulative GT Energy_0 (Joules) = 3.530457
Cumulative GT Energy_0 (mWh) = 0.980682
Average GT Power_0 (Watt) = 0.118494
